年度,所管局№,所管局,施策分野№,施策分野,事業名,補助金名,補助金の概要,補助対象者№,補助対象者,予算額（千円）,所管部署,問い合わせ先,各局HPリンク
2026,13,福祉局,01,子供家庭,認可外保育施設事業,子育てのための施設等利用費都費負担金,"補助金の目的：幼児教育・保育の無償化
補助対象者　：区市町村
補助対象経費：認可外保育施設等に係る施設等利用費
負担割合　　：国1/2、都1/4、区市町村1/4",1,区市町村,"1,494,525 ",福祉局子供・子育て支援部保育支援課,03-5320-7775,
2026,13,福祉局,01,子供家庭,保育所等利用世帯負担軽減事業,保育所等利用世帯負担軽減事業費補助金,"補助金の目的：保育サービスに係る保育料の負担軽減
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：都10/10",1,区市町村,"89,246,226 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,https://www.fukushi.metro.tokyo.lg.jp/kodomo/hoiku/mushouka
2026,13,福祉局,01,子供家庭,認可外保育施設利用支援事業,東京都認可外保育施設利用支援事業補助金,"補助金の目的：認可外保育施設の利用者支援及び地域の実情に応じた保育サービスの整備促進
補助対象者　：区市町村
補助対象経費：事業の実施に必要な経費
負担割合　　：都1/2～10/10、区市町村0～1/2",1,区市町村,"14,190,328 ",福祉局子供・子育て支援部保育支援課,03-5320-7775,
2026,13,福祉局,01,子供家庭,ベビーシッター利用支援事業,ベビーシッター利用支援事業（事業者連携型）,"補助金の目的：保護者の多様なニーズに応えるとともに、待機児童解消に資する。
補助対象者　：①待機児童の保護者、②育児休業満了者、③夜間帯保育を必要とする保護者
補助対象経費：ベビーシッター利用料等
負担割合　　：①都7/8、区市町村1/8、②都10/10、③都1/2、区市町村1/2",5,民間団体,"603,508 ",福祉局子供・子育て支援部保育支援課,03-5320-4131,https://www.fukushi.metro.tokyo.lg.jp/kodomo/hoiku/bs
2026,13,福祉局,01,子供家庭,ベビーシッター利用支援事業,ベビーシッター利用支援事業（一時預かり利用支援）補助金,"補助金の目的：保護者の多様なニーズに応える
補助対象者　：一時的に保育を必要とする保護者、共同保育を必要とする保護者
補助対象経費：ベビーシッター利用料
負担割合　　：都10/10",1,区市町村,"6,491,730 ",福祉局子供・子育て支援部保育支援課,03-5320-4131,https://www.fukushi.metro.tokyo.lg.jp/kodomo/hoiku/bs
2026,13,福祉局,01,子供家庭,ベビーシッター利用支援事業,ベビーシッター利用支援事業交通費補助金,"補助金の目的：交通費の一部を補助することにより、ベビーシッター利用支援事業の利用を支援
補助対象者　：ベビーシッター利用支援事業（ベビーシッター事業者連携型）の利用者
補助対象経費：交通費
負担割合　　：都1/2、区1/2",1,区市町村,"8,820 ",福祉局子供・子育て支援部保育支援課,03-5320-4131,https://www.fukushi.metro.tokyo.lg.jp/kodomo/hoiku/bs
2026,13,福祉局,01,子供家庭,ベビーシッター利用支援事業,ベビーシッター利用支援事業認定事業者に対する保育の質向上支援事業補助金,"補助金の目的：ベビーシッターを安全・安心に利用できる環境を整備
補助対象者　：ベビーシッター利用支援事業認定事業者
補助対象経費：巡回支援に要する人件費・交通費、ウェブカメラの購入経費等
負担割合　　：都10/10",5,民間団体,"28,959 ",福祉局子供・子育て支援部保育支援課,03-5320-4131,https://www.fukushi.metro.tokyo.lg.jp/kodomo/hoiku/bs
2026,13,福祉局,01,子供家庭,定期借地権利用による認可保育所等整備促進事業,定期借地権利用による認可保育所等整備促進事業補助,"補助金の目的：定期借地権利用による認可保育所等の整備促進
補助対象者　：区市町村
補助対象経費：保育所用地確保のための定期借地権設定に際して要する経費の一部
負担割合　　：国1/2、都1/4、区市町村1/４",1,区市町村,"10,000 ",福祉局子供・子育て支援部保育支援課,03-5320-4128,
2026,13,福祉局,01,子供家庭,借地を活用した認可保育所等設置支援事業,借地を活用した認可保育所等設置支援事業補助,"補助金の目的：借地を活用した認可保育所等設置促進
補助対象者　：区市町村
補助対象経費：国有地等を借り受けて認可保育所等を新たに整備する場合に要する土地の賃料
負担割合：都1/4、区市町村1/4、事業者等1/2 、都7/8、区市町村1/16、事業者等1/16、又は　都3/4、区市町村1/8、事業者1/8",1,区市町村,"5,311 ",福祉局子供・子育て支援部保育支援課,03-5320-4128,
2026,13,福祉局,01,子供家庭,賃貸物件による保育所等の開設準備経費補助事業,賃貸物件による保育所等の開設準備経費補助・開設前賃借料補助,"補助金の目的：賃貸物件等を活用した保育所等設置の促進
補助対象者　：区市町村
補助対象経費：認可保育所等の新設に係る開設前の賃借料
負担割合　　：都1/2（2/3）、区市町村1/4（1/12）、事業者1/4",1,区市町村,"107,736 ",福祉局子供・子育て支援部保育支援課,03-5320-4128,
2026,13,福祉局,01,子供家庭,保育所等賃借料補助事業,保育所等賃借料補助事業補助金,"補助金の目的：賃貸物件を活用した保育所等の整備を促進し開設後の運営の安定化を図る
補助対象者　：区市町村
補助対象経費：開設後の賃借料のうち、「実支出額」と「公定価格の賃借料加算」の差額の一部
負担割合　　：国0～1/2、都0～7/8、区市町村1/16～1/4、事業者1/16～1/4",1,区市町村,"10,121,101 ",福祉局子供・子育て支援部保育支援課,03-5320-4129,
2026,13,福祉局,01,子供家庭,児童福祉施設等耐震化促進事業（土地借料補助）,社会福祉施設等耐震化促進事業（児童福祉施設等耐震改修等経費）補助金,"補助金の目的：保育所等の耐震化を一層推進することにより、安全な保育環境を整備
補助対象者　：区市町村
補助対象経費：仮設施設整備に必要な土地借料
負担割合　　：都5/8、区市町村1/4、事業者等1/8",1,区市町村,"1,875 ",福祉局子供・子育て支援部保育支援課,03-5320-4128,
2026,13,福祉局,01,子供家庭,一時保護費（二次）,女性自立支援施設における一時保護委託同伴児童学習支援補助事業補助金,"補助金の目的：一時保護所入所女性の同伴児童に対する学習支援
補助対象者　：女性自立支援施設等
補助対象経費：事業の実施に必要な経費
負担割合　　：都10/10",5,民間団体,"1,925 ",福祉局子供・子育て支援部女性相談支援センター,03-5261-3911,
2026,13,福祉局,01,子供家庭,来日外国人女性緊急保護事業補助,東京都来日外国人女性緊急保護事業補助,"補助金の目的：緊急に保護を求める外国人女性に対する保護体制の充実を図る
補助対象者　：社会福祉法人
補助対象経費：人件費、管理費
負担割合　　：都10/10",5,民間団体,"7,200 ",福祉局子供・子育て支援部女性相談センター,03-5261-3911,
2026,13,福祉局,01,子供家庭,女性自立支援施設退所者自立生活支援事業補助,女性自立支援施設退所者自立生活支援事業補助金,"補助金の目的：女性自立支援施設退所者の地域社会で安定した生活の促進
補助対象者　：女性自立支援施設
補助対象経費：事業の実施に必要な経費
負担割合　　：国1/2,都1/2",5,民間団体,"6,433 ",福祉局子供・子育て支援部女性相談支援センター,03-5261-3911,
2026,13,福祉局,01,子供家庭,東京都女性自立支援施設通所型支援モデル事業,東京都女性自立支援施設通所支援モデル事業補助金,"補助金の目的：困難な問題を抱える女性の多様な居場所を確保し、女性の自立支援を図る
補助対象者　：女性自立支援施設
補助対象経費：事業の実施に必要な経費
負担割合　　：国3/4,都1/4",5,民間団体,"34,425 ",福祉局子供・子育て支援部女性相談支援センター,03-5261-3911,
2026,13,福祉局,01,子供家庭,若年被害女性等支援事業,東京都若年被害女性等支援事業補助,"補助金の目的：様々な困難を抱えた若年女性の自立の推進
補助対象者　：民間事業者
補助対象経費：事業の実施に必要な経費
負担割合　　：国2/3,都1/3（補助対象経費は総事業費の3/4）",5,民間団体,"199,988 ",福祉局子供・子育て支援部育成支援課,03-5320-4125,https://www.fukushi.metro.tokyo.lg.jp/kodomo/joseifukushi/moderu
2026,13,福祉局,01,子供家庭,新生寮建物維持管理経費の助成,救世軍新生寮建物維持管理経費補助金,"補助金の目的：良好な施設・設備の維持管理
補助対象者　：民間事業者
補助対象経費：建物・工作物の維持管理に要する経費
負担割合　　：都１０／１０",5,民間団体,"1,492 ",福祉局子供・子育て支援部育成支援課,03-5320-4132,
